"x","y","z","video_frame"
-1.088648,-0.05502,-0.712185,3267.
-1.126425,-0.04641,-1.029635,3269.5
-0.395414,-0.076227,-1.068434,3272.
0.43861204,-0.117237,-0.784712,3274.5
0.87431806,-0.805054,0.14676,3277.
2.146892,-0.383676,0.754925,3279.5
3.7659142,1.758775,0.811675,3282.
3.020322,2.715496,0.683801,3284.5
0.38289195,1.62559,0.134948,3287.
0.023489058,0.963786,0.376925,3289.5
1.0800412,0.513149,0.080704,3292.
1.2961831,0.113288,0.246593,3294.5
0.616687,0.07755,0.404261,3297.
0.51937,0.115266,0.563784,3299.5
1.0957541,0.17337,0.509338,3302.
1.4259322,0.127064,0.586479,3304.5
1.2578812,0.028995,0.577153,3307.
0.887162,-0.025908,0.494723,3309.5
0.60500497,-0.074159,0.379084,3312.
0.477423,-0.068567,0.25252,3314.5
0.22274905,0.230116,0.167465,3317.
-0.211685,0.44222,0.136457,3319.5
-0.62891996,0.43837,0.083578,3322.
-0.93861,0.266275,-0.095338,3324.5
-1.091902,0.089655,-0.321619,3327.
-1.079812,-0.106419,-0.522014,3329.5
-1.105807,-0.413574,-0.598287,3332.
-1.319273,-0.452694,-0.543273,3334.5
-1.630715,-0.458346,-0.306249,3337.
-1.9648559,-0.436584,-0.375706,3339.5
-1.783389,-0.096203,-0.388725,3342.
-1.61257,0.511975,-0.224271,3344.5
-1.469671,0.776299,-0.069339,3347.
-1.323803,0.600925,0.058942,3349.5
-1.139826,0.442254,-0.005753,3352.
-0.953728,0.405271,-0.051583,3354.5
-0.75411797,0.430286,-0.488545,3357.
-0.951053,0.15649,-1.09068,3359.5
-0.713969,-0.036385,-1.128826,3362.
0.24472302,-0.049984,-1.166018,3364.5
0.83222395,0.515026,-0.183535,3367.
1.235153,0.694169,0.700163,3369.5
1.9204521,-0.911197,0.518311,3372.
2.443146,-2.446664,0.371241,3374.5
2.334036,-2.020723,0.398843,3377.
1.601661,-0.969493,0.347567,3379.5
0.92194504,-0.421304,0.12105,3382.
0.762075,0.044869,0.285115,3384.5
0.815545,-0.085096,0.251567,3387.
0.94562405,-0.217689,0.52856,3389.5
1.3244162,-0.490617,0.674438,3392.
1.576235,-0.614379,0.676089,3394.5
1.2817111,-0.406301,0.594219,3397.
0.769489,-0.169351,0.473622,3399.5
0.546496,0.052761,0.425316,3402.
0.48038,0.017118,0.287637,3404.5
0.32709605,-0.032768,0.173694,3407.
0.082068026,-0.160394,0.112857,3409.5
-0.21165001,-0.185831,0.039274,3412.
-0.489003,-0.038131,-0.012899,3414.5
-0.706263,0.194578,-0.080625,3417.
-0.938734,0.427384,-0.11654,3419.5
-1.053806,0.483128,-0.116888,3422.
-1.140215,0.400635,-0.168309,3424.5
-1.293098,0.137345,-0.169755,3427.
-1.6288171,-0.009187,-0.190456,3429.5
-1.941596,-0.225946,-0.314921,3432.
-1.792719,-0.564936,-0.374828,3434.5
-1.561031,-0.794172,-0.346779,3437.
-1.4679999,-0.666766,-0.151306,3439.5
-1.3382161,-0.386087,-0.052363,3442.
-1.267513,-0.290354,-0.09723,3444.5
-1.25309,-0.10822,-0.380967,3447.
-1.204459,0.040021,-0.683428,3449.5
-1.008115,-0.068084,-1.033506,3452.
-0.051993012,0.038672,-1.195815,3454.5
0.85623604,-0.082653,-0.86494,3457.
1.318819,-0.781105,0.278429,3459.5
2.4061332,-0.04272,0.646613,3462.
3.338208,2.04484,0.703262,3464.5
2.2197502,2.415436,0.415121,3467.
0.557236,1.200884,0.162713,3469.5
0.53466505,0.877043,0.276381,3472.
1.169965,0.410377,0.077728,3474.5
0.95439297,0.210102,0.221933,3477.
0.38493806,0.203134,0.309338,3479.5
0.471013,0.229689,0.489224,3482.
1.0351272,0.191437,0.552783,3484.5
1.3886302,0.158133,0.573612,3487.
1.2417982,0.084525,0.577681,3489.5
0.82423705,0.061177,0.471104,3492.
0.48231095,0.029198,0.476719,3494.5
0.417543,0.042203,0.241274,3497.
0.13237995,0.296417,0.196141,3499.5
-0.33297497,0.461399,0.180779,3502.
-0.740879,0.33439,0.016065,3504.5
-0.985558,0.241781,-0.161364,3507.
-1.002566,0.051913,-0.472713,3509.5
-1.0098389,-0.284956,-0.51267,3512.
-1.145736,-0.523555,-0.634567,3514.5
-1.367073,-0.44124,-0.477378,3517.
-1.761521,-0.342251,-0.285212,3519.5
-2.128694,-0.297058,-0.367518,3522.
-1.732573,0.328654,-0.238757,3524.5
-1.457973,0.535147,-0.065278,3527.
-1.248441,0.380779,0.093058,3529.5
-1.028785,0.21572,0.049973,3532.
-0.889513,0.35362,-0.034757,3534.5
-0.79899,0.148751,-0.561699,3537.
-1.07282,-0.018976,-1.091383,3539.5
-0.655928,-0.008526,-1.222364,3542.
0.21877402,0.058312,-1.021732,3544.5
0.92203003,0.576905,0.024534,3547.
1.4962721,0.756802,0.73788,3549.5
2.572127,-1.266018,0.439515,3552.
2.6604052,-2.445242,0.411624,3554.5
2.0791512,-1.727863,0.28931,3557.
1.160409,-0.739137,0.157519,3559.5
0.763704,-0.222764,0.145778,3562.
0.81433696,0.034628,0.225146,3564.5
0.93841296,-0.064362,0.364225,3567.
1.1300211,-0.254696,0.581817,3569.5
1.4414661,-0.491448,0.71738,3572.
1.541357,-0.540151,0.762176,3574.5
1.1504152,-0.346134,0.652816,3577.
0.766054,-0.189427,0.549092,3579.5
0.595262,-0.063076,0.442166,3582.
0.546099,-0.099453,0.275699,3584.5
0.31650704,-0.155304,0.185577,3587.
-0.09426999,-0.232961,0.128029,3589.5
-0.43229902,-0.207372,0.037726,3592.
-0.708581,-0.028501,-0.064819,3594.5
-0.988011,0.245834,-0.03714,3597.
-1.139379,0.49621,-0.107226,3599.5
-1.125915,0.557232,-0.126108,3602.
-1.109708,0.524473,-0.183729,3604.5
-1.122712,0.242536,-0.261306,3607.
-1.365786,0.087133,-0.26036,3609.5
-1.760489,-0.102948,-0.282006,3612.
-1.744988,-0.451203,-0.369268,3614.5
-1.543777,-0.716184,-0.37269,3617.
-1.5152891,-0.777281,-0.246989,3619.5
-1.371028,-0.648253,-0.150792,3622.
-1.207602,-0.635825,-0.317029,3624.5
-1.0958,-0.215327,-0.519435,3627.
-0.995588,-0.040844,-0.931038,3629.5
-0.840805,-0.295665,-1.256815,3632.
-0.226843,-0.340655,-0.888921,3634.5
0.541635,-0.383511,-0.302552,3637.
0.96314996,-0.354817,0.305896,3639.5
2.136249,0.603126,0.508862,3642.
3.764951,2.482371,0.727618,3644.5
3.0064402,2.46722,0.54098,3647.
0.39144498,1.136791,0.049568,3649.5
0.37498003,0.617642,0.277832,3652.
1.2112391,0.156303,-0.072853,3654.5
0.986654,0.074484,0.266784,3657.
0.39887804,-0.020071,0.346097,3659.5
0.60612696,0.152842,0.526211,3662.
1.281801,0.345693,0.573117,3664.5
1.5318592,0.35287,0.610013,3667.
1.1427321,0.150327,0.589634,3669.5
0.675185,0.033895,0.443027,3672.
0.481031,0.035387,0.369724,3674.5
0.405168,0.168348,0.190165,3677.
0.049727976,0.414437,0.172478,3679.5
-0.425843,0.498893,0.13337,3682.
-0.787356,0.38498,-0.013277,3684.5
-1.03543,0.240324,-0.110256,3687.
-1.060424,0.014647,-0.42657,3689.5
-0.992994,-0.290096,-0.510906,3692.
-1.005391,-0.647429,-0.639412,3694.5
-1.213026,-0.567936,-0.541607,3697.
-1.528247,-0.362557,-0.266041,3699.5
-1.9941311,-0.19925,-0.181091,3702.
-1.972929,-0.005017,-0.36131,3704.5
-1.676173,0.455455,-0.171873,3707.
-1.412878,0.552527,0.007039,3709.5
-1.176731,0.414715,0.108273,3712.
-0.92520297,0.232068,-0.011637,3714.5
-0.84369,0.297951,-0.02613,3717.
-0.79825497,0.306216,-0.584693,3719.5
-1.076315,0.050165,-0.795535,3722.
-0.62054896,-0.00782,-1.043208,3724.5
0.35862297,-0.22647,-1.286523,3727.
0.742966,0.078114,-0.447967,3729.5
0.742165,1.098278,0.385267,3732.
1.292386,-0.241856,0.411507,3734.5
2.20626,-1.75439,0.335666,3737.
2.624948,-2.124923,0.471815,3739.5
1.864635,-1.202915,0.390047,3742.
1.1685181,-0.63105,0.278856,3744.5
1.01526,-0.227509,0.243104,3747.
1.022217,-0.130313,0.322016,3749.5
1.044409,-0.23687,0.57344,3752.
1.4382632,-0.46117,0.73158,3754.5
1.6232061,-0.582761,0.746635,3757.
1.2935321,-0.447517,0.696359,3759.5
0.972822,-0.25303,0.51863,3762.
0.76238495,-0.103112,0.420643,3764.5
0.616903,-0.068074,0.281378,3767.
0.369819,-0.037683,0.096464,3769.5
0.04783696,-0.116918,0.076413,3772.
-0.276259,-0.136661,0.05081,3774.5
-0.57581604,0.034654,0.013281,3777.
-0.820516,0.24875,-0.005795,3779.5
-0.995103,0.434047,-0.116573,3782.
-1.105835,0.528134,-0.204975,3784.5
-1.2200379,0.596019,-0.219807,3787.
-1.387984,0.413597,-0.204671,3789.5
-1.6832919,0.192398,-0.272931,3792.
-1.973014,-0.013183,-0.249886,3794.5
-1.8845279,-0.467321,-0.365033,3797.
-1.548424,-0.841584,-0.383926,3799.5
-1.4860361,-0.920715,-0.216457,3802.
-1.32429,-0.752947,-0.135419,3804.5
-1.139393,-0.659021,-0.152856,3807.
-1.080939,-0.546511,-0.42171,3809.5
-0.924437,-0.139922,-0.643846,3812.
-0.775318,-0.111791,-1.035399,3814.5
-0.33766997,-0.153798,-1.050142,3817.
0.42318898,-0.034904,-0.859363,3819.5
0.85096496,-0.296082,-0.105379,3822.
1.6132691,-0.047751,0.408803,3824.5
2.7721782,1.508243,0.544047,3827.
2.977188,2.519236,0.60026,3829.5
1.4309471,1.520153,0.182881,3832.
0.60545295,0.795006,0.247323,3834.5
1.0090041,0.424135,0.17367,3837.
1.243041,0.119198,0.195706,3839.5
0.65876096,0.079089,0.281282,3842.
0.345743,0.038079,0.443308,3844.5
0.701374,0.141314,0.506954,3847.
1.216912,0.119854,0.449752,3849.5
1.336591,0.038445,0.51764,3852.
1.034724,-0.072423,0.468979,3854.5
0.59477,-0.033784,0.471806,3857.
0.46636695,0.076939,0.294499,3859.5
0.320926,0.409686,0.256986,3862.
-0.09958398,0.611135,0.225779,3864.5
-0.539536,0.586537,0.080418,3867.
-0.903625,0.503361,-0.059112,3869.5
-1.121655,0.257208,-0.265747,3872.
-1.118644,-0.05768,-0.455213,3874.5
-1.098756,-0.494415,-0.56849,3877.
-1.235181,-0.592906,-0.583641,3879.5
-1.4891,-0.50395,-0.308632,3882.
-1.905897,-0.523645,-0.203873,3884.5
-2.006336,-0.351733,-0.332664,3887.
-1.6730599,0.129401,-0.228401,3889.5
-1.454736,0.476003,-0.083635,3892.
-1.238027,0.531165,0.081081,3894.5
-1.016663,0.382218,-0.004143,3897.
-0.897646,0.320063,-0.032167,3899.5
-0.798429,0.466916,-0.409568,3902.
-1.047466,0.265003,-1.037807,3904.5
-0.809819,-0.061134,-1.368242,3907.
0.033055007,-0.075463,-1.312039,3909.5
0.62310404,0.585462,-0.296606,3912.
0.93520695,1.151026,0.680341,3914.5
1.2731271,-0.416173,0.503896,3917.
2.002819,-2.099468,0.273381,3919.5
2.321976,-2.471593,0.244544,3922.
1.954865,-1.183981,0.418062,3924.5
1.312746,-0.441568,0.263239,3927.
0.920283,-0.004525,0.17812,3929.5
0.86093897,-0.019261,0.269432,3932.
0.91842395,-0.207631,0.4312,3934.5
1.283674,-0.449979,0.653776,3937.
1.6269522,-0.573427,0.76361,3939.5
1.5233841,-0.635124,0.745255,3942.
1.0949352,-0.443664,0.636278,3944.5
0.72797495,-0.25564,0.506305,3947.
0.611165,-0.151173,0.372179,3949.5
0.515863,-0.104883,0.213685,3952.
0.24299806,-0.110795,0.118493,3954.5
-0.04438597,-0.055816,0.106422,3957.
-0.320446,0.075161,0.033926,3959.5
-0.550552,0.330651,0.0109,3962.
-0.69417095,0.472059,-0.129364,3964.5
-0.876142,0.506788,-0.205525,3967.
-1.083738,0.506309,-0.270958,3969.5
-1.261084,0.288635,-0.275466,3972.
-1.4965639,-0.06053,-0.312749,3974.5
-1.903961,-0.223838,-0.341962,3977.
-1.995754,-0.53,-0.466994,3979.5
-1.759696,-0.878134,-0.479622,3982.
-1.6427851,-0.907624,-0.289583,3984.5
-1.399748,-0.559239,-0.143877,3987.
-1.243802,-0.443767,-0.124954,3989.5
-1.21459,-0.464873,-0.168803,3992.
-1.159342,-0.025264,-0.341101,3994.5
-1.131078,-0.004236,-0.800697,3997.
-0.592376,0.040391,-0.968017,3999.5
0.337748,0.29033,-1.086034,4002.
0.657106,0.049634,-0.377245,4004.5
1.3647861,-0.49078,0.437689,4007.
2.733587,0.81239,0.701254,4009.5
3.003714,2.332116,0.652404,4012.
1.1935651,1.867085,0.174042,4014.5
0.267093,0.881806,0.235949,4017.
0.711312,0.487726,0.193286,4019.5
1.2510672,0.091974,0.295186,4022.
0.94299096,0.011279,0.356426,4024.5
0.61382,0.076216,0.46728,4027.
0.84709305,0.259309,0.590532,4029.5
1.234354,0.195271,0.592752,4032.
1.310379,0.137299,0.643417,4034.5
1.0946062,0.043156,0.581621,4037.
0.81607896,0.08923,0.5085,4039.5
0.595478,0.208292,0.456584,4042.
0.43333095,0.381434,0.256272,4044.5
0.08849996,0.544484,0.156644,4047.
-0.340685,0.484255,0.052587,4049.5
-0.692821,0.294964,-0.12772,4052.
-0.870856,0.120445,-0.326908,4054.5
-0.911432,-0.156547,-0.497582,4057.
-0.953407,-0.446053,-0.512347,4059.5
-1.063127,-0.54248,-0.594637,4062.
-1.258806,-0.38763,-0.487118,4064.5
-1.717612,-0.222988,-0.332659,4067.
-2.171971,-0.152439,-0.203715,4069.5
-2.140521,-0.028174,-0.448887,4072.
-1.701602,0.282096,-0.265909,4074.5
-1.382871,0.382453,-0.060014,4077.
-1.12581,0.27803,-0.020042,4079.5
-0.916306,0.176927,-0.048452,4082.
-0.842931,0.271829,-0.367966,4084.5
-1.107827,0.330374,-0.853797,4087.
-1.045493,0.153485,-0.997407,4089.5
-0.19102502,0.120876,-1.121176,4092.
0.62722,0.260167,-0.386249,4094.5
1.035861,1.053683,0.440709,4097.
1.461019,0.087606,0.693973,4099.5
2.2135441,-1.762695,0.359097,4102.
2.19333,-2.403348,0.290622,4104.5
1.3846011,-0.952971,0.319456,4107.
1.101733,-0.40001,0.309936,4109.5
1.029057,-0.203949,0.275085,4112.
0.93090206,-0.16208,0.407878,4114.5
1.038677,-0.254953,0.666101,4117.
1.452647,-0.437772,0.770856,4119.5
1.6742251,-0.573044,0.776151,4122.
1.293961,-0.405912,0.733004,4124.5
0.88428396,-0.254156,0.570745,4127.
0.655711,-0.116205,0.47768,4129.5
0.56524795,-0.111978,0.289288,4132.
0.43253,-0.137271,0.147123,4134.5
0.15370804,-0.170777,0.117198,4137.
-0.19145,-0.131093,0.055147,4139.5
-0.49161598,0.156848,-0.064099,4142.
-0.732154,0.404836,-0.114789,4144.5
-0.906952,0.557707,-0.184033,4147.
-1.13032,0.593945,-0.219132,4149.5
-1.256976,0.571925,-0.257607,4152.
-1.376261,0.305772,-0.24398,4154.5
-1.614783,0.058293,-0.292053,4157.
-1.9556429,-0.146388,-0.346127,4159.5
-1.9128909,-0.512086,-0.436079,4162.
-1.636886,-0.844032,-0.406929,4164.5
-1.549199,-0.793512,-0.264439,4167.
-1.335574,-0.578241,-0.169988,4169.5
-1.199527,-0.536994,-0.160702,4172.
-1.1459119,-0.354722,-0.38869,4174.5
-1.028858,-0.069348,-0.617955,4177.
-0.84178,-0.134025,-1.020209,4179.5
-0.052558005,-0.026609,-1.135324,4182.
0.67950004,0.029711,-0.761443,4184.5
1.1684911,-0.702181,0.276412,4187.
2.086064,-0.029309,0.651385,4189.5
2.9738882,1.949609,0.647577,4192.
2.158471,2.719117,0.42486,4194.5
0.66924995,1.390413,0.139602,4197.
0.60175496,0.794479,0.231227,4199.5
1.2028241,0.293676,0.101241,4202.
1.1386261,0.061164,0.305597,4204.5
0.63600606,-0.017659,0.312759,4207.
0.637199,0.035405,0.496928,4209.5
1.1095371,0.113548,0.627526,4212.
1.4379461,0.142567,0.659851,4214.5
1.3019371,0.13669,0.673393,4217.
0.948628,0.087766,0.543298,4219.5
0.589724,0.149015,0.469564,4222.
0.43946904,0.263325,0.275191,4224.5
0.22692305,0.448061,0.172493,4227.
-0.17888498,0.484182,0.107096,4229.5
-0.5573,0.378901,-0.000991,4232.
-0.846544,0.255624,-0.079429,4234.5
-1.000754,0.033739,-0.245972,4237.
-0.966757,-0.180549,-0.487259,4239.5
-0.915892,-0.42168,-0.628258,4242.
-1.060886,-0.383881,-0.729874,4244.5
-1.426969,-0.213192,-0.490781,4247.
-1.957825,-0.305709,-0.240718,4249.5
-2.323182,-0.194614,-0.249509,4252.
-1.942991,-0.049356,-0.318419,4254.5
-1.521206,0.468356,-0.139796,4257.
-1.296919,0.469281,-0.045123,4259.5
-1.002088,0.347527,-0.080999,4262.
-0.820127,0.272752,-0.063038,4264.5
-0.826258,0.522838,-0.172468,4267.
-0.948244,0.148586,-0.744609,4269.5
-1.016671,-0.110155,-1.116759,4272.
-0.272556,-0.08192,-1.177223,4274.5
0.52842706,-0.037616,-0.743778,4277.
0.921635,0.603689,0.231428,4279.5
1.074635,0.352268,0.718135,4282.
1.904583,-1.500071,0.299327,4284.5
2.121534,-2.365485,0.177283,4287.
2.046953,-1.453971,0.332307,4289.5
1.401411,-0.542219,0.257176,4292.
1.135277,-0.053122,0.395226,4294.5
1.230622,0.059307,0.352446,4297.
1.104661,-0.063135,0.528852,4299.5
1.073916,-0.273712,0.670681,4302.
1.310893,-0.438521,0.752634,4304.5
1.4466801,-0.445515,0.719524,4307.
1.162518,-0.371149,0.638702,4309.5
0.83711106,-0.242672,0.482159,4312.
0.709678,-0.221429,0.387201,4314.5
0.57113,-0.181192,0.250401,4317.
0.39044803,-0.222057,0.094514,4319.5
0.08861202,-0.215359,0.048953,4322.
-0.27880597,-0.185398,-0.011325,4324.5
-0.55997896,0.081709,-0.085173,4327.
-0.826689,0.440427,-0.115736,4329.5
-1.027773,0.562652,-0.118968,4332.
-1.122925,0.510379,-0.164878,4334.5
-1.194307,0.36882,-0.19475,4337.
-1.316956,0.058549,-0.149025,4339.5
-1.7069349,-0.138079,-0.158426,4342.
-2.048208,-0.332326,-0.250532,4344.5
-1.799511,-0.670532,-0.373375,4347.
-1.5568609,-0.80134,-0.317475,4349.5
-1.4339659,-0.579966,-0.141065,4352.
-1.257393,-0.316606,-0.102698,4354.5
-1.206367,-0.339697,-0.143095,4357.
-1.17012,-0.16786,-0.486016,4359.5
-1.077596,0.046106,-0.714645,4362.
-0.81468,-0.04834,-0.928362,4364.5
0.08422297,0.054385,-1.295587,4367.
0.76242906,0.12462,-0.945312,4369.5
1.0612051,-0.72274,0.133659,4372.
2.037616,-0.259426,0.703207,4374.5
3.110996,1.684567,0.669609,4377.
2.336014,2.395172,0.569905,4379.5
0.78347296,1.302169,0.144583,4382.
0.61921495,0.814664,0.249413,4384.5
1.287147,0.410294,0.18382,4387.
1.252054,0.158312,0.304506,4389.5
0.61906797,-0.006109,0.318605,4392.
0.53745705,0.040922,0.521724,4394.5
1.0273461,0.054227,0.517196,4397.
1.344001,-0.012187,0.59574,4399.5
1.232017,-0.023717,0.569577,4402.
0.90321106,0.015332,0.494477,4404.5
0.569941,0.031063,0.399126,4407.
0.41786796,0.080335,0.271829,4409.5
0.18189198,0.332885,0.1554,4412.
-0.22631198,0.52038,0.117057,4414.5
-0.61009395,0.463741,0.008351,4417.
-0.89334,0.317761,-0.130265,4419.5
-1.05475,0.141207,-0.335602,4422.
-1.042784,-0.105412,-0.53045,4424.5
-1.0645,-0.382942,-0.591465,4427.
-1.18173,-0.428561,-0.66707,4429.5
-1.411615,-0.255725,-0.357701,4432.
-1.8969619,-0.211131,-0.131539,4434.5
-2.144198,-0.098591,-0.341212,4437.
-1.7497079,0.276147,-0.329084,4439.5
-1.530714,0.554517,-0.101646,4442.
-1.318637,0.476244,0.055438,4444.5
-0.99974597,0.352346,-0.040259,4447.
-0.822865,0.450424,0.015943,4449.5
-0.82449,0.508986,-0.358039,4452.
-1.06192,0.07194,-0.745273,4454.5
-0.832138,-0.036904,-0.965129,4457.
0.195337,-0.177786,-1.335437,4459.5
0.80799896,-0.187555,-0.708568,4462.
0.90776604,0.973537,0.104307,4464.5
1.2436941,0.207211,0.600395,4467.
2.114599,-1.592264,0.406539,4469.5
2.490721,-2.205535,0.388027,4472.
1.975313,-1.378653,0.474598,4474.5
1.1541331,-0.747521,0.18146,4477.
0.83880895,-0.250512,0.284569,4479.5
0.836621,-0.01265,0.2462,4482.
0.82253903,-0.005762,0.420401,4484.5
1.048269,-0.147121,0.623339,4487.
1.425452,-0.384945,0.705013,4489.5
1.4270711,-0.385028,0.65485,4492.
1.0821772,-0.362604,0.571811,4494.5
0.77359396,-0.198182,0.452191,4497.
0.601872,-0.169427,0.369213,4499.5
0.480972,-0.172076,0.184428,4502.
0.24327701,-0.273098,0.173255,4504.5
-0.09666902,-0.325882,0.164014,4507.
-0.373703,-0.207388,0.063024,4509.5
-0.559142,0.032,0.021283,4512.
-0.762061,0.231819,-0.048501,4514.5
-0.91719997,0.379728,-0.1395,4517.
-1.039331,0.484808,-0.167296,4519.5
-1.184091,0.378301,-0.162703,4522.
-1.424159,0.10058,-0.195137,4524.5
-1.8276839,0.013126,-0.201267,4527.
-1.962388,-0.257468,-0.389469,4529.5
-1.6996241,-0.609121,-0.433416,4532.
-1.560199,-0.707752,-0.300174,4534.5
-1.449286,-0.569331,-0.13591,4537.
-1.307616,-0.451947,-0.108096,4539.5
-1.18746,-0.394812,-0.416105,4542.
-1.053927,-0.100627,-0.607764,4544.5
-1.024507,-0.105633,-0.904294,4547.
-0.710237,-0.281218,-1.084158,4549.5
0.185152,-0.053791,-0.896155,4552.
0.84361297,-0.493408,-0.081618,4554.5
1.9051881,-0.333425,0.549747,4557.
3.3883278,1.380683,0.655528,4559.5
3.1783512,2.553853,0.628933,4562.
0.83155304,1.657909,0.06619,4564.5
0.17034703,0.895359,0.210137,4567.
0.944454,0.370358,-0.009895,4569.5
1.2900021,0.015473,0.177925,4572.
0.68470806,-0.006687,0.35893,4574.5
0.51572496,0.054902,0.489607,4577.
0.99921995,0.160535,0.544907,4579.5
1.410825,0.249152,0.531397,4582.
1.3137851,0.167185,0.634516,4584.5
0.932607,0.042847,0.479646,4587.
0.59781104,0.112926,0.435999,4589.5
0.48576003,0.193257,0.283615,4592.
0.25199503,0.342574,0.203297,4594.5
-0.19950598,0.436555,0.189556,4597.
-0.563756,0.376411,0.089689,4599.5
-0.84133,0.24907,-0.132705,4602.
-0.893256,0.148135,-0.383253,4604.5
-0.944539,-0.143849,-0.476517,4607.
-1.06441,-0.462248,-0.577701,4609.5
-1.218465,-0.380491,-0.541344,4612.
-1.475572,-0.31671,-0.28087,4614.5
-1.934164,-0.22784,-0.068064,4617.
-2.113205,-0.246941,-0.230724,4619.5
-1.722247,0.106956,-0.239513,4622.
-1.418844,0.414061,-0.07367,4624.5
-1.147804,0.438344,0.03694,4627.
-0.903508,0.336827,-0.075135,4629.5
-0.834038,0.240455,-0.024713,4632.
-0.886033,0.369755,-0.4244,4634.5
-1.06037,0.163179,-0.835008,4637.
-0.746372,-0.080944,-1.276046,4639.5
-0.005288005,-0.098489,-1.361893,4642.
0.495372,0.194188,-0.765348,4644.5
0.60805196,1.500009,0.358481,4647.
0.85279197,0.392468,0.712457,4649.5
1.7330921,-1.464263,0.396877,4652.
2.3487802,-2.403696,0.251304,4654.5
2.050688,-1.840037,0.316354,4657.
1.4212561,-0.772576,0.316056,4659.5
1.299964,-0.263643,0.366085,4662.
1.2026491,-0.092246,0.27934,4664.5
0.963648,-0.080756,0.505277,4667.
1.1446671,-0.330662,0.631349,4669.5
1.484036,-0.458533,0.728113,4672.
1.444757,-0.486503,0.738068,4674.5
1.2088501,-0.437277,0.681733,4677.
0.98501104,-0.349395,0.535624,4679.5
0.74804705,-0.301583,0.46054,4682.
0.566526,-0.254454,0.280987,4684.5
0.301727,-0.240568,0.174162,4687.
-0.08703101,-0.233264,0.112764,4689.5
-0.450684,0.012982,0.03509,4692.
-0.696211,0.287316,0.067252,4694.5
-0.90160197,0.512588,-0.046471,4697.
-1.024959,0.63326,-0.104716,4699.5
-1.149307,0.66264,-0.145006,4702.
-1.277167,0.557845,-0.168676,4704.5
-1.456742,0.255779,-0.296234,4707.
-1.751681,0.079871,-0.355854,4709.5
-1.93426,-0.194534,-0.461303,4712.
-1.737865,-0.602519,-0.476174,4714.5
-1.554863,-0.797628,-0.291275,4717.
-1.436396,-0.630584,-0.163377,4719.5
-1.219031,-0.554017,-0.138812,4722.
-1.124468,-0.576482,-0.146906,4724.5
-1.030525,-0.149301,-0.366902,4727.
-0.931988,-0.145004,-0.721162,4729.5
-0.565198,-0.139462,-1.02054,4732.
0.344068,0.130427,-1.131016,4734.5
0.84097606,-0.207052,-0.475535,4737.
1.3414261,-0.572775,0.328994,4739.5
2.167949,0.590991,0.659783,4742.
2.73299,2.16372,0.672122,4744.5
1.8952131,1.926008,0.358938,4747.
0.78357595,0.89927,0.182583,4749.5
0.787334,0.661267,0.194594,4752.
1.1198611,0.245097,0.148568,4754.5
0.761427,0.122904,0.23709,4757.
0.37032503,0.065512,0.350953,4759.5
0.622714,0.099922,0.451026,4762.
1.179316,0.120382,0.562963,4764.5
1.427104,0.066181,0.575684,4767.
1.2397511,0.026427,0.565402,4769.5
0.862629,0.057417,0.50164,4772.
0.565368,0.134597,0.444831,4774.5
0.36506706,0.289872,0.259183,4777.
0.071060956,0.465128,0.164931,4779.5
-0.389166,0.446893,0.129324,4782.
-0.666139,0.390904,-0.034639,4784.5
-0.859619,0.274441,-0.195333,4787.
-0.915837,0.066706,-0.424359,4789.5
-0.923285,-0.291493,-0.503309,4792.
-1.079865,-0.499628,-0.586878,4794.5
-1.275983,-0.380534,-0.4869,4797.
-1.656438,-0.291632,-0.34726,4799.5
-2.081711,-0.206058,-0.234944,4802.
-1.9943271,-0.022519,-0.421052,4804.5
-1.666987,0.380357,-0.261891,4807.
-1.410615,0.468,-0.064008,4809.5
-1.195235,0.390663,0.039123,4812.
-0.961122,0.212204,-0.076234,4814.5
-0.880115,0.287706,-0.200798,4817.
-0.967303,0.30306,-0.731046,4819.5
-1.113489,0.079437,-1.006025,4822.
-0.48794898,-0.041904,-1.085896,4824.5
0.40254396,0.027646,-0.749801,4827.
0.83766395,0.664312,0.21855,4829.5
0.93781906,0.514048,0.645864,4832.
1.67766,-1.13156,0.430068,4834.5
2.367213,-2.100296,0.294773,4837.
2.4614692,-1.684544,0.452053,4839.5
1.672575,-0.784314,0.333644,4842.
1.1105461,-0.361005,0.250845,4844.5
0.97789496,-0.257416,0.307191,4847.
0.80512697,-0.305686,0.347511,4849.5
0.97850806,-0.405108,0.632643,4852.
1.4977441,-0.481177,0.696053,4854.5
1.542563,-0.480312,0.689845,4857.
1.1401331,-0.371136,0.605167,4859.5
0.817656,-0.226177,0.508802,4862.
0.672636,-0.105223,0.385364,4864.5
0.59102196,-0.056303,0.239258,4867.
0.39383596,-0.130753,0.096073,4869.5
0.08395797,-0.16166,0.066192,4872.
-0.25709802,-0.039265,-0.003258,4874.5
-0.501592,0.226018,-0.07078,4877.
-0.688096,0.349718,-0.119931,4879.5
-0.845672,0.34562,-0.230174,4882.
-1.090542,0.424439,-0.17349,4884.5
-1.205308,0.295543,-0.22476,4887.
-1.351677,0.005588,-0.202704,4889.5
-1.703588,-0.144466,-0.211638,4892.
-2.102096,-0.262165,-0.268441,4894.5
-1.961048,-0.516552,-0.372813,4897.
-1.5806539,-0.637469,-0.326608,4899.5
-1.42811,-0.497344,-0.138101,4902.
