x,y,z,interval,sample,frame
0.06367,0.3323,-1.83352,1,329.7,329.7
0.07222,0.34068,-1.78841,1,329.8,329.8
0.07664,0.34855,-1.73955,1,329.9,329.9
0.07648,0.35608,-1.68724,1,330.0,330.0
0.07141,0.36334,-1.63178,1,330.1,330.1
0.06153,0.37021,-1.57351,1,330.2,330.2
0.0471,0.37654,-1.51276,1,330.3,330.3
0.02834,0.38215,-1.44989,1,330.4,330.4
0.0055,0.38688,-1.38523,1,330.5,330.5
-0.02119,0.39056,-1.31913,1,330.6,330.6
-0.05148,0.39303,-1.25194,1,330.7,330.7
-0.08514,0.39411,-1.18399,1,330.8,330.8
-0.12193,0.39365,-1.11563,1,330.9,330.9
-0.16161,0.39147,-1.04721,1,331.0,331.0
-0.20391,0.38747,-0.97906,1,331.1,331.1
-0.24838,0.38185,-0.9115,1,331.2,331.2
-0.29453,0.37487,-0.84485,1,331.3,331.3
-0.34188,0.36676,-0.77942,1,331.4,331.4
-0.38995,0.35781,-0.71552,1,331.5,331.5
-0.43826,0.34825,-0.65347,1,331.6,331.6
-0.48631,0.33836,-0.59358,1,331.7,331.7
-0.53363,0.32837,-0.53617,1,331.8,331.8
-0.57973,0.31856,-0.48155,1,331.9,331.9
-0.62412,0.30918,-0.43003,1,332.0,332.0
-0.66629,0.30063,-0.38137,1,332.1,332.1
-0.70558,0.29384,-0.3331,1,332.2,332.2
-0.7413,0.28989,-0.28216,1,332.3,332.3
-0.77276,0.28987,-0.22554,1,332.4,332.4
-0.79927,0.29486,-0.16018,1,332.5,332.5
-0.82014,0.30594,-0.08306,1,332.6,332.6
-0.83467,0.32418,0.00886,1,332.7,332.7
-0.84218,0.35068,0.11862,1,332.8,332.8
-0.84198,0.3865,0.24926,1,332.9,332.9
-0.83337,0.43273,0.40382,1,333.0,333.0
-0.81583,0.48979,0.58391,1,333.1,333.1
-0.78949,0.55544,0.78552,1,333.2,333.2
-0.75465,0.62678,1.00321,1,333.3,333.3
-0.7116,0.70093,1.23155,1,333.4,333.4
-0.66065,0.77497,1.4651,1,333.5,333.5
-0.60208,0.84602,1.69844,1,333.6,333.6
-0.5362,0.91118,1.92612,1,333.7,333.7
-0.46329,0.96755,2.14271,1,333.8,333.8
-0.38367,1.01223,2.34277,1,333.9,333.9
-0.29762,1.04233,2.52089,1,334.0,334.0
-0.20592,1.05569,2.67229,1,334.1,334.1
-0.11124,1.0531,2.79499,1,334.2,334.2
-0.01674,1.03609,2.88765,1,334.3,334.3
0.07444,1.00619,2.94897,1,334.4,334.4
0.15915,0.96494,2.97761,1,334.5,334.5
0.23423,0.91387,2.97226,1,334.6,334.6
0.29653,0.85451,2.93161,1,334.7,334.7
0.3429,0.78838,2.85432,1,334.8,334.8
0.37019,0.71703,2.73908,1,334.9,334.9
0.37526,0.64198,2.58457,1,335.0,335.0
0.3563,0.56455,2.39102,1,335.1,335.1
0.31696,0.48521,2.16483,1,335.2,335.2
0.26226,0.40422,1.91398,1,335.3,335.3
0.1972,0.32184,1.64642,1,335.4,335.4
0.12679,0.23833,1.37011,1,335.5,335.5
0.05604,0.15394,1.09301,1,335.6,335.6
-0.01005,0.06894,0.82308,1,335.7,335.7
-0.06647,-0.01642,0.56829,1,335.8,335.8
-0.1082,-0.10188,0.33659,1,335.9,335.9
-0.13025,-0.18719,0.13594,1,336.0,336.0
-0.12904,-0.27202,-0.02728,1,336.1,336.1
-0.10674,-0.35585,-0.15303,1,336.2,336.2
-0.06695,-0.43808,-0.24288,1,336.3,336.3
-0.01328,-0.51812,-0.29835,1,336.4,336.4
0.05067,-0.59539,-0.32101,1,336.5,336.5
0.1213,-0.6693,-0.3124,1,336.6,336.6
0.195,-0.73925,-0.27407,1,336.7,336.7
0.26817,-0.80465,-0.20758,1,336.8,336.8
0.3372,-0.86492,-0.11447,1,336.9,336.9
0.3985,-0.91947,0.00372,1,337.0,337.0
0.44912,-0.96786,0.14456,1,337.1,337.1
0.48883,-1.01033,0.3022,1,337.2,337.2
0.51806,-1.04724,0.46992,1,337.3,337.3
0.53724,-1.079,0.64101,1,337.4,337.4
0.5468,-1.10596,0.80874,1,337.5,337.5
0.54718,-1.12853,0.96639,1,337.6,337.6
0.5388,-1.14708,1.10725,1,337.7,337.7
0.5221,-1.162,1.22459,1,337.8,337.8
0.49751,-1.17366,1.3117,1,337.9,337.9
0.46546,-1.18246,1.36185,1,338.0,338.0
0.42657,-1.18868,1.3706,1,338.1,338.1
0.38221,-1.19229,1.34257,1,338.2,338.2
0.33397,-1.19313,1.28465,1,338.3,338.3
0.28339,-1.1911,1.20372,1,338.4,338.4
0.23204,-1.18603,1.10667,1,338.5,338.5
0.1815,-1.17781,1.00041,1,338.6,338.6
0.13333,-1.16631,0.8918,1,338.7,338.7
0.08909,-1.15137,0.78776,1,338.8,338.8
0.05035,-1.13288,0.69515,1,338.9,338.9
0.01868,-1.11069,0.62089,1,339.0,339.0
-0.00477,-1.08475,0.57026,1,339.1,339.1
-0.02051,-1.05523,0.54223,1,339.2,339.2
-0.02943,-1.0224,0.53418,1,339.3,339.3
-0.03246,-0.9865,0.54348,1,339.4,339.4
-0.0305,-0.94781,0.56751,1,339.5,339.5
-0.02447,-0.90657,0.60364,1,339.6,339.6
-0.01527,-0.86303,0.64925,1,339.7,339.7
-0.00382,-0.81747,0.70172,1,339.8,339.8
0.00897,-0.77012,0.75842,1,339.9,339.9
0.02219,-0.72125,0.81673,1,340.0,340.0
0.03511,-0.67117,0.87433,1,340.1,340.1
0.04774,-0.62041,0.9301,1,340.2,340.2
0.06027,-0.56957,0.98324,1,340.3,340.3
0.0729,-0.51924,1.03293,1,340.4,340.4
0.08581,-0.47001,1.07837,1,340.5,340.5
0.09921,-0.42248,1.11874,1,340.6,340.6
0.11327,-0.37722,1.15323,1,340.7,340.7
0.1282,-0.33484,1.18105,1,340.8,340.8
0.14419,-0.29594,1.20137,1,340.9,340.9
0.16142,-0.26109,1.21338,1,341.0,341.0
0.18002,-0.23073,1.21667,1,341.1,341.1
0.19978,-0.2047,1.21231,1,341.2,341.2
0.22043,-0.18264,1.20178,1,341.3,341.3
0.2417,-0.16422,1.18656,1,341.4,341.4
0.26329,-0.1491,1.16812,1,341.5,341.5
0.28494,-0.13695,1.14794,1,341.6,341.6
0.30638,-0.12743,1.12747,1,341.7,341.7
0.32732,-0.1202,1.10821,1,341.8,341.8
0.34748,-0.11492,1.09162,1,341.9,341.9
0.3666,-0.11126,1.07917,1,342.0,342.0
0.38446,-0.10894,1.07197,1,342.1,342.1
0.40114,-0.10792,1.06966,1,342.2,342.2
0.41679,-0.1082,1.07151,1,342.3,342.3
0.43155,-0.10981,1.07677,1,342.4,342.4
0.44557,-0.11277,1.08473,1,342.5,342.5
0.459,-0.11708,1.09464,1,342.6,342.6
0.47198,-0.12276,1.10578,1,342.7,342.7
0.48465,-0.12983,1.11741,1,342.8,342.8
0.49717,-0.13831,1.1288,1,342.9,342.9
0.50969,-0.1482,1.13923,1,343.0,343.0
0.52228,-0.15943,1.14803,1,343.1,343.1
0.53479,-0.1715,1.15486,1,343.2,343.2
0.54701,-0.18383,1.15948,1,343.3,343.3
0.55872,-0.19583,1.16161,1,343.4,343.4
0.56971,-0.20691,1.16099,1,343.5,343.5
0.57976,-0.21647,1.15737,1,343.6,343.6
0.58866,-0.22394,1.15048,1,343.7,343.7
0.59619,-0.22872,1.14006,1,343.8,343.8
0.60214,-0.23023,1.12586,1,343.9,343.9
0.60629,-0.22787,1.1076,1,344.0,344.0
0.60849,-0.22127,1.08522,1,344.1,344.1
0.60883,-0.21098,1.05935,1,344.2,344.2
0.60746,-0.19774,1.03082,1,344.3,344.3
0.60452,-0.18229,1.00046,1,344.4,344.4
0.60018,-0.16541,0.96908,1,344.5,344.5
0.59458,-0.14782,0.93753,1,344.6,344.6
0.58787,-0.1303,0.90661,1,344.7,344.7
0.5802,-0.11359,0.87715,1,344.8,344.8
0.57172,-0.09844,0.84998,1,344.9,344.9
0.56259,-0.08561,0.82593,1,345.0,345.0
0.55296,-0.07565,0.8056,1,345.1,345.1
0.54303,-0.0683,0.78867,1,345.2,345.2
0.53302,-0.06314,0.77461,1,345.3,345.3
0.52314,-0.05971,0.76291,1,345.4,345.4
0.51359,-0.05757,0.75301,1,345.5,345.5
0.50459,-0.05628,0.74441,1,345.6,345.6
0.49634,-0.05539,0.73655,1,345.7,345.7
0.48906,-0.05445,0.72892,1,345.8,345.8
0.48296,-0.05303,0.72097,1,345.9,345.9
0.47825,-0.05067,0.71219,1,346.0,346.0
0.47506,-0.04703,0.70214,1,346.1,346.1
0.47323,-0.0421,0.69081,1,346.2,346.2
0.47254,-0.03596,0.6783,1,346.3,346.3
0.47276,-0.02869,0.66469,1,346.4,346.4
0.47364,-0.02039,0.65008,1,346.5,346.5
0.47496,-0.01114,0.63457,1,346.6,346.6
0.47648,-0.00102,0.61824,1,346.7,346.7
0.47798,0.00989,0.60119,1,346.8,346.8
0.47922,0.02149,0.58352,1,346.9,346.9
0.47997,0.03371,0.56531,1,347.0,347.0
0.48005,0.04647,0.54666,1,347.1,347.1
0.47954,0.05972,0.52762,1,347.2,347.2
0.47856,0.07343,0.50825,1,347.3,347.3
0.47724,0.08757,0.48861,1,347.4,347.4
0.47571,0.10209,0.46876,1,347.5,347.5
0.4741,0.11696,0.44875,1,347.6,347.6
0.47253,0.13214,0.42864,1,347.7,347.7
0.47113,0.1476,0.40848,1,347.8,347.8
0.47003,0.16331,0.38834,1,347.9,347.9
0.46936,0.17923,0.36827,1,348.0,348.0
0.46916,0.19527,0.34832,1,348.1,348.1
0.46916,0.21121,0.32848,1,348.2,348.2
0.46898,0.22677,0.30877,1,348.3,348.3
0.46828,0.24166,0.28916,1,348.4,348.4
0.46668,0.25561,0.26965,1,348.5,348.5
0.46383,0.26834,0.25025,1,348.6,348.6
0.45936,0.27958,0.23093,1,348.7,348.7
0.45291,0.28904,0.21171,1,348.8,348.8
0.44412,0.29644,0.19256,1,348.9,348.9
0.43263,0.30151,0.17349,1,349.0,349.0
0.41829,0.30408,0.1545,1,349.1,349.1
0.40184,0.30436,0.13558,1,349.2,349.2
0.38425,0.30268,0.11674,1,349.3,349.3
0.36646,0.29938,0.09799,1,349.4,349.4
0.34945,0.29476,0.07933,1,349.5,349.5
0.33417,0.28917,0.06078,1,349.6,349.6
0.32159,0.28293,0.04234,1,349.7,349.7
0.31265,0.27637,0.02401,1,349.8,349.8
0.30832,0.2698,0.0058,1,349.9,349.9
0.30956,0.26356,-0.01229,1,350.0,350.0
0.31693,0.25787,-0.03023,1,350.1,350.1
0.32939,0.2525,-0.04799,1,350.2,350.2
0.3455,0.24714,-0.06551,1,350.3,350.3
0.36383,0.24145,-0.08276,1,350.4,350.4
0.38293,0.2351,-0.09967,1,350.5,350.5
0.40138,0.22778,-0.1162,1,350.6,350.6
0.41773,0.21915,-0.1323,1,350.7,350.7
0.43055,0.20889,-0.14792,1,350.8,350.8
0.43839,0.19667,-0.16301,1,350.9,350.9
0.43983,0.18216,-0.17752,1,351.0,351.0
0.43385,0.16522,-0.19148,1,351.1,351.1
0.42121,0.14642,-0.20517,1,351.2,351.2
0.40308,0.12653,-0.21899,1,351.3,351.3
0.38065,0.10631,-0.2333,1,351.4,351.4
0.35509,0.0865,-0.24847,1,351.5,351.5
0.32759,0.06788,-0.26488,1,351.6,351.6
0.29932,0.0512,-0.2829,1,351.7,351.7
0.27147,0.03722,-0.30291,1,351.8,351.8
0.24522,0.0267,-0.32527,1,351.9,351.9
0.22175,0.02039,-0.35037,1,352.0,352.0
0.20191,0.01886,-0.3784,1,352.1,352.1
0.18527,0.02184,-0.40888,1,352.2,352.2
0.17108,0.02887,-0.44116,1,352.3,352.3
0.15858,0.03947,-0.47457,1,352.4,352.4
0.14701,0.05318,-0.50847,1,352.5,352.5
0.13562,0.06954,-0.5422,1,352.6,352.6
0.12365,0.08808,-0.5751,1,352.7,352.7
0.11034,0.10833,-0.60652,1,352.8,352.8
0.09494,0.12983,-0.63581,1,352.9,352.9
0.0767,0.15211,-0.66231,1,353.0,353.0
0.05505,0.17475,-0.68554,1,353.1,353.1
0.03025,0.19755,-0.70579,1,353.2,353.2
0.00275,0.22036,-0.72352,1,353.3,353.3
-0.02698,0.24301,-0.7392,1,353.4,353.4
-0.05849,0.26535,-0.75328,1,353.5,353.5
-0.09134,0.28723,-0.76623,1,353.6,353.6
-0.12506,0.30849,-0.77851,1,353.7,353.7
-0.15919,0.32897,-0.79059,1,353.8,353.8
-0.19329,0.34852,-0.80292,1,353.9,353.9
-0.22689,0.36698,-0.81598,1,354.0,354.0
-0.25962,0.38424,-0.83009,1,354.1,354.1
-0.29139,0.40036,-0.84504,1,354.2,354.2
-0.32219,0.41543,-0.8605,1,354.3,354.3
-0.352,0.42954,-0.87613,1,354.4,354.4
-0.38081,0.4428,-0.8916,1,354.5,354.5
-0.40861,0.4553,-0.90655,1,354.6,354.6
-0.43538,0.46714,-0.92066,1,354.7,354.7
-0.46112,0.47841,-0.93358,1,354.8,354.8
-0.48581,0.48921,-0.94498,1,354.9,354.9
-0.50944,0.49964,-0.95452,1,355.0,355.0
-0.53195,0.50976,-0.96198,1,355.1,355.1
-0.55313,0.5195,-0.96765,1,355.2,355.2
-0.57272,0.52874,-0.97196,1,355.3,355.3
-0.59048,0.53739,-0.97532,1,355.4,355.4
-0.60615,0.54532,-0.97814,1,355.5,355.5
-0.61947,0.55244,-0.98085,1,355.6,355.6
-0.63019,0.55863,-0.98385,1,355.7,355.7
-0.63806,0.56379,-0.98756,1,355.8,355.8
-0.64282,0.56781,-0.99241,1,355.9,355.9
-0.64422,0.57057,-0.9988,1,356.0,356.0
-0.64218,0.57201,-1.00702,1,356.1,356.1
-0.63731,0.57219,-1.01689,1,356.2,356.2
-0.63041,0.57121,-1.02806,1,356.3,356.3
-0.62226,0.56916,-1.04021,1,356.4,356.4
-0.61366,0.56615,-1.05301,1,356.5,356.5
-0.60541,0.56228,-1.06614,1,356.6,356.6
-0.59828,0.55764,-1.07926,1,356.7,356.7
-0.59308,0.55233,-1.09205,1,356.8,356.8
-0.59059,0.54646,-1.10418,1,356.9,356.9
-0.5916,0.54012,-1.11533,1,357.0,357.0
-0.59673,0.5334,-1.12524,1,357.1,357.1
-0.60585,0.52639,-1.13398,1,357.2,357.2
-0.61866,0.51915,-1.14168,1,357.3,357.3
-0.63487,0.51175,-1.14849,1,357.4,357.4
-0.65417,0.50428,-1.15455,1,357.5,357.5
-0.67626,0.49679,-1.16,1,357.6,357.6
-0.70085,0.48937,-1.16498,1,357.7,357.7
-0.72762,0.48209,-1.16963,1,357.8,357.8
-0.75629,0.47501,-1.17409,1,357.9,357.9
-0.78654,0.46821,-1.1785,1,358.0,358.0
-0.81798,0.4617,-1.18304,1,358.1,358.1
-0.84978,0.45519,-1.18801,1,358.2,358.2
-0.88102,0.44836,-1.19375,1,358.3,358.3
-0.91077,0.44085,-1.20062,1,358.4,358.4
-0.93812,0.43232,-1.20894,1,358.5,358.5
-0.96213,0.42244,-1.21906,1,358.6,358.6
-0.98189,0.41087,-1.23132,1,358.7,358.7
-0.99647,0.39725,-1.24607,1,358.8,358.8
-1.00493,0.38126,-1.26364,1,358.9,358.9
-1.00637,0.36254,-1.28439,1,359.0,359.0
-1.00017,0.3409,-1.3085,1,359.1,359.1
-0.98699,0.31662,-1.33566,1,359.2,359.2
-0.96778,0.29017,-1.3654,1,359.3,359.3
-0.94353,0.26198,-1.39725,1,359.4,359.4
-0.9152,0.23249,-1.43075,1,359.5,359.5
-0.88376,0.20214,-1.46544,1,359.6,359.6
-0.85018,0.17137,-1.50084,1,359.7,359.7
-0.81543,0.14062,-1.5365,1,359.8,359.8
-0.78048,0.11034,-1.57195,1,359.9,359.9
-0.74629,0.08096,-1.60672,1,360.0,360.0
-0.71362,0.05284,-1.64041,1,360.1,360.1
-0.68235,0.02595,-1.67279,1,360.2,360.2
-0.65215,0.00019,-1.70372,1,360.3,360.3
-0.62269,-0.02454,-1.73302,1,360.4,360.4
-0.59363,-0.04835,-1.76053,1,360.5,360.5
-0.56464,-0.07136,-1.78611,1,360.6,360.6
-0.53539,-0.09366,-1.80958,1,360.7,360.7
-0.50555,-0.11537,-1.83079,1,360.8,360.8
-0.47478,-0.13658,-1.84958,1,360.9,360.9
-0.44275,-0.15742,-1.86577,1,361.0,361.0
-0.4093,-0.17797,-1.87923,1,361.1,361.1
-0.37496,-0.1983,-1.88981,1,361.2,361.2
-0.34046,-0.21844,-1.89738,1,361.3,361.3
-0.30649,-0.23844,-1.90181,1,361.4,361.4
-0.27377,-0.25836,-1.90296,1,361.5,361.5
-0.24301,-0.27823,-1.9007,1,361.6,361.6
-0.21491,-0.29811,-1.89491,1,361.7,361.7
-0.19019,-0.31803,-1.88543,1,361.8,361.8
-0.16957,-0.33804,-1.87216,1,361.9,361.9
-0.15374,-0.3582,-1.85494,1,362.0,362.0
-0.14316,-0.37854,-1.83375,1,362.1,362.1
-0.13731,-0.39909,-1.80889,1,362.2,362.2
-0.13536,-0.41986,-1.78077,1,362.3,362.3
-0.13654,-0.44088,-1.7498,1,362.4,362.4
-0.14004,-0.46216,-1.71639,1,362.5,362.5
-0.14506,-0.48373,-1.68094,1,362.6,362.6
-0.15082,-0.50561,-1.64385,1,362.7,362.7
-0.15651,-0.52782,-1.60555,1,362.8,362.8
-0.16133,-0.55037,-1.56642,1,362.9,362.9
-0.1645,-0.57329,-1.52688,1,363.0,363.0
-0.16549,-0.59649,-1.48723,1,363.1,363.1
-0.16487,-0.61952,-1.44733,1,363.2,363.2
-0.16351,-0.64179,-1.40696,1,363.3,363.3
-0.16224,-0.66273,-1.36587,1,363.4,363.4
-0.16194,-0.68179,-1.32382,1,363.5,363.5
-0.16345,-0.69838,-1.28058,1,363.6,363.6
-0.16762,-0.71193,-1.2359,1,363.7,363.7
-0.17531,-0.72189,-1.18957,1,363.8,363.8
-0.18737,-0.72767,-1.14132,1,363.9,363.9
-0.20465,-0.72871,-1.09093,1,364.0,364.0
-0.2278,-0.72472,-1.03825,1,364.1,364.1
-0.25662,-0.7166,-0.98346,1,364.2,364.2
-0.2907,-0.70551,-0.92683,1,364.3,364.3
-0.32963,-0.69262,-0.86864,1,364.4,364.4
-0.373,-0.6791,-0.80916,1,364.5,364.5
-0.42041,-0.66613,-0.74867,1,364.6,364.6
-0.47144,-0.65489,-0.68743,1,364.7,364.7
-0.52569,-0.64653,-0.62571,1,364.8,364.8
-0.58275,-0.64224,-0.5638,1,364.9,364.9
-0.6422,-0.64318,-0.50196,1,365.0,365.0
-0.70344,-0.65018,-0.44025,1,365.1,365.1
-0.76501,-0.66266,-0.37786,1,365.2,365.2
-0.82528,-0.67969,-0.31379,1,365.3,365.3
-0.8826,-0.70035,-0.247,1,365.4,365.4
-0.93531,-0.72371,-0.17649,1,365.5,365.5
-0.98176,-0.74883,-0.10122,1,365.6,365.6
-1.02031,-0.7748,-0.02019,1,365.7,365.7
-1.04931,-0.80069,0.06762,1,365.8,365.8
-1.0671,-0.82556,0.16324,1,365.9,365.9
-1.07205,-0.84849,0.26768,1,366.0,366.0
-1.06292,-0.86879,0.38172,1,366.1,366.1
-1.04019,-0.88665,0.50518,1,366.2,366.2
-1.00474,-0.9025,0.63763,1,366.3,366.3
-0.95746,-0.91677,0.77864,1,366.4,366.4
-0.89926,-0.92991,0.92778,1,366.5,366.5
-0.83102,-0.94232,1.08465,1,366.6,366.6
-0.75364,-0.95445,1.24879,1,366.7,366.7
-0.668,-0.96673,1.4198,1,366.8,366.8
-0.575,-0.97959,1.59724,1,366.9,366.9
-0.47553,-0.99345,1.78069,1,367.0,367.0
-0.37071,-1.00835,1.96852,1,367.1,367.1
-0.26252,-1.02269,2.15423,1,367.2,367.2
-0.15317,-1.0345,2.33015,1,367.3,367.3
-0.04488,-1.04179,2.48857,1,367.4,367.4
0.06015,-1.04257,2.62181,1,367.5,367.5
0.1597,-1.03485,2.72217,1,367.6,367.6
0.25157,-1.01665,2.78197,1,367.7,367.7
0.33354,-0.98598,2.79351,1,367.8,367.8
0.40341,-0.94085,2.74911,1,367.9,367.9
0.45896,-0.87929,2.64106,1,368.0,368.0
0.49866,-0.80008,2.46514,1,368.1,368.1
0.52369,-0.70518,2.23095,1,368.2,368.2
0.53589,-0.59735,1.95156,1,368.3,368.3
0.53712,-0.47932,1.64003,1,368.4,368.4
0.52922,-0.35385,1.30942,1,368.5,368.5
0.51406,-0.22367,0.97281,1,368.6,368.6
0.49347,-0.09154,0.64326,1,368.7,368.7
0.46931,0.0398,0.33382,1,368.8,368.8
0.44343,0.16761,0.05758,1,368.9,368.9
0.41769,0.28914,-0.17242,1,369.0,369.0
0.39372,0.40227,-0.34605,1,369.1,369.1
0.37238,0.50741,-0.46503,1,369.2,369.2
0.35431,0.60557,-0.53404,1,369.3,369.3
0.34016,0.69779,-0.55772,1,369.4,369.4
0.33057,0.7851,-0.54076,1,369.5,369.5
0.32618,0.86851,-0.48782,1,369.6,369.6
0.32765,0.94907,-0.40357,1,369.7,369.7
0.3356,1.02779,-0.29266,1,369.8,369.8
0.3507,1.1057,-0.15978,1,369.9,369.9
0.37358,1.18383,-0.00958,1,370.0,370.0
0.40433,1.26271,0.15311,1,370.1,370.1
0.44079,1.34087,0.32286,1,370.2,370.2
0.48024,1.41632,0.49408,1,370.3,370.3
0.51996,1.4871,0.66119,1,370.4,370.4
0.55724,1.55124,0.8186,1,370.5,370.5
0.58935,1.60675,0.96072,1,370.6,370.6
0.61358,1.65168,1.08197,1,370.7,370.7
0.62721,1.68403,1.17676,1,370.8,370.8
0.62752,1.70184,1.2395,1,370.9,370.9
0.61179,1.70314,1.26461,1,371.0,371.0
0.57837,1.68671,1.24881,1,371.1,371.1
0.52989,1.6544,1.19809,1,371.2,371.2
0.47007,1.60881,1.12072,1,371.3,371.3
0.40261,1.55255,1.02501,1,371.4,371.4
0.3312,1.48821,0.91924,1,371.5,371.5
0.25956,1.41841,0.81169,1,371.6,371.6
0.19139,1.34576,0.71067,1,371.7,371.7
0.13039,1.27284,0.62446,1,371.8,371.8
0.08026,1.20228,0.56135,1,371.9,371.9
0.04472,1.13667,0.52963,1,372.0,372.0
0.02646,1.07796,0.53517,1,372.1,372.1
0.02418,1.02542,0.57416,1,372.2,372.2
0.03555,0.97767,0.64034,1,372.3,372.3
0.05826,0.93334,0.7275,1,372.4,372.4
0.09,0.89103,0.82937,1,372.5,372.5
0.12845,0.84938,0.93974,1,372.6,372.6
0.1713,0.80698,1.05236,1,372.7,372.7
0.21623,0.76246,1.16098,1,372.8,372.8
0.26093,0.71445,1.25938,1,372.9,372.9
0.30309,0.66154,1.34131,1,373.0,373.0
0.34082,0.60288,1.402,1,373.1,373.1
0.37395,0.53956,1.44251,1,373.2,373.2
0.40276,0.47322,1.46537,1,373.3,373.3
0.42751,0.40547,1.47311,1,373.4,373.4
0.44846,0.33793,1.46824,1,373.5,373.5
0.4659,0.27223,1.4533,1,373.6,373.6
0.48008,0.20999,1.43081,1,373.7,373.7
0.49126,0.15282,1.40331,1,373.8,373.8
0.49973,0.10235,1.37331,1,373.9,373.9
0.50574,0.06019,1.34334,1,374.0,374.0
0.50958,0.02755,1.31551,1,374.1,374.1
0.51163,0.00401,1.29024,1,374.2,374.2
0.51226,-0.0113,1.26752,1,374.3,374.3
0.51187,-0.01923,1.24737,1,374.4,374.4
0.51085,-0.02061,1.22979,1,374.5,374.5
0.50958,-0.01631,1.21476,1,374.6,374.6
0.50845,-0.00717,1.20231,1,374.7,374.7
0.50786,0.00595,1.19241,1,374.8,374.8
0.50819,0.02222,1.18509,1,374.9,374.9
0.50982,0.04077,1.18033,1,375.0,375.0
0.51305,0.06079,1.17801,1,375.1,375.1
0.51776,0.08153,1.17753,1,375.2,375.2
0.52374,0.1023,1.17813,1,375.3,375.3
0.53077,0.12237,1.17909,1,375.4,375.4
0.53863,0.14105,1.17965,1,375.5,375.5
0.54712,0.15763,1.17909,1,375.6,375.6
0.556,0.17138,1.17666,1,375.7,375.7
0.56508,0.18161,1.17162,1,375.8,375.8
0.57413,0.18761,1.16323,1,375.9,375.9
0.58294,0.18866,1.15076,1,376.0,376.0
0.59131,0.18425,1.1337,1,376.1,376.1
0.59911,0.17463,1.11255,1,376.2,376.2
0.60624,0.16025,1.08804,1,376.3,376.3
0.61258,0.14154,1.0609,1,376.4,376.4
0.61804,0.11896,1.03186,1,376.5,376.5
0.62249,0.09294,1.00166,1,376.6,376.6
0.62584,0.06394,0.97103,1,376.7,376.7
0.62797,0.03238,0.9407,1,376.8,376.8
0.62878,-0.00127,0.9114,1,376.9,376.9
0.62815,-0.03659,0.88387,1,377.0,377.0
0.62604,-0.07307,0.85873,1,377.1,377.1
0.62263,-0.11004,0.83612,1,377.2,377.2
0.61814,-0.14679,0.81608,1,377.3,377.3
0.61282,-0.18258,0.79865,1,377.4,377.4
0.60689,-0.2167,0.78388,1,377.5,377.5
0.60061,-0.24842,0.77178,1,377.6,377.6
0.59419,-0.27703,0.76242,1,377.7,377.7
0.58787,-0.30179,0.75581,1,377.8,377.8
0.5819,-0.32199,0.75199,1,377.9,377.9
0.5765,-0.33691,0.75101,1,378.0,378.0
0.57187,-0.34605,0.7528,1,378.1,378.1
0.56802,-0.34982,0.75684,1,378.2,378.2
0.56494,-0.34889,0.76252,1,378.3,378.3
0.5626,-0.34388,0.76922,1,378.4,378.4
0.56098,-0.33545,0.77634,1,378.5,378.5
0.56006,-0.32425,0.78324,1,378.6,378.6
0.5598,-0.31092,0.78933,1,378.7,378.7
0.5602,-0.2961,0.79398,1,378.8,378.8
0.56123,-0.28045,0.79657,1,378.9,378.9
0.56286,-0.26461,0.7965,1,379.0,379.0
0.56507,-0.24912,0.79332,1,379.1,379.1
0.5678,-0.23405,0.7873,1,379.2,379.2
0.57099,-0.21938,0.7789,1,379.3,379.3
0.57459,-0.20507,0.76856,1,379.4,379.4
0.57853,-0.1911,0.75673,1,379.5,379.5
0.58276,-0.17744,0.74386,1,379.6,379.6
0.58722,-0.16404,0.73041,1,379.7,379.7
0.59184,-0.1509,0.71681,1,379.8,379.8
0.59658,-0.13796,0.70352,1,379.9,379.9
0.60136,-0.12521,0.69099,1,380.0,380.0
0.60612,-0.11263,0.67953,1,380.1,380.1
0.61074,-0.10032,0.6689,1,380.2,380.2
0.61511,-0.08837,0.65874,1,380.3,380.3
0.6191,-0.0769,0.64867,1,380.4,380.4
0.62258,-0.06602,0.63831,1,380.5,380.5
0.62544,-0.05583,0.6273,1,380.6,380.6
0.62754,-0.04645,0.61527,1,380.7,380.7
0.62877,-0.03798,0.60183,1,380.8,380.8
0.629,-0.03053,0.58662,1,380.9,380.9
0.6281,-0.02421,0.56927,1,381.0,381.0
0.626,-0.01908,0.54954,1,381.1,381.1
0.62277,-0.01507,0.52771,1,381.2,381.2
0.61853,-0.01203,0.50419,1,381.3,381.3
0.6134,-0.00985,0.4794,1,381.4,381.4
0.60748,-0.00838,0.45377,1,381.5,381.5
0.6009,-0.0075,0.42769,1,381.6,381.6
0.59379,-0.00708,0.4016,1,381.7,381.7
0.58624,-0.007,0.3759,1,381.8,381.8
0.57838,-0.00711,0.35102,1,381.9,381.9
0.57033,-0.00729,0.32736,1,382.0,382.0
0.56218,-0.00744,0.30526,1,382.1,382.1
0.55392,-0.00754,0.28471,1,382.2,382.2
0.54551,-0.00759,0.26562,1,382.3,382.3
0.53691,-0.00761,0.2479,1,382.4,382.4
0.5281,-0.0076,0.23144,1,382.5,382.5
0.51902,-0.00757,0.21617,1,382.6,382.6
0.50966,-0.00753,0.20198,1,382.7,382.7
0.49997,-0.00748,0.18879,1,382.8,382.8
0.48992,-0.00744,0.17649,1,382.9,382.9
